County Fips Code,State Name,County Name,Flfpr 20To64,Fme 2022,Hispanic,Infant Center 2022,Infant Center 2024,Infant Center Faminc,Infant Home 2022,Infant Home 2024,Infant Home Faminc,Mfi,Onerace A,Onerace B,Onerace W,Pr F,Preschool Center 2022,Preschool Center 2024,Preschool Center Faminc,Preschool Home 2022,Preschool Home 2024,Preschool Home Faminc,Schoolage Center 2022,Schoolage Center 2024,Schoolage Center Faminc,Schoolage Home 2022,Schoolage Home 2024,Schoolage Home Faminc,Select price,Select price (24),Select share,Toddler Center 2022,Toddler Center 2024,Toddler Center Faminc,Toddler Home 2022,Toddler Home 2024,Toddler Home Faminc,Totalpop
01027,Alabama,Clay County,59.1,27122,3.1,5927,6573.04296875,0.098428987,5380,5966.419921875,0.089345023,60216,0.3,12.6,81.5,14.3,5918,6563.062011719,0.098279528,5380,5966.419921875,0.089345023,5268,5842.211914063,0.087485053,5481,6078.429199219,0.091022320,5481,6078.429199219,9.1%,5918,6563.062011719,0.098279528,5380,5966.419921875,0.089345023,14209
01029,Alabama,Cleburne County,56.7,29424,2.6,5927,6573.04296875,0.082510822,5380,5966.419921875,0.074895941,71833,0.1,2.7,92.6,7.1,5918,6563.062011719,0.082385533,5380,5966.419921875,0.074895941,5268,5842.211914063,0.073336765,5481,6078.429199219,0.076301977,5481,6078.429199219,7.6%,5918,6563.062011719,0.082385533,5380,5966.419921875,0.074895941,15144
01031,Alabama,Coffee County,65.3,26100,8.4,6336,7026.624023438,0.083137602,5453,6047.376953125,0.071551353,76211,1.1,16.8,72.5,12.3,5741,6366.769042969,0.075330332,5497,6096.172851563,0.072128698,5405,5994.145019531,0.070921518,3928,4356.151855469,0.051541116,3928,4356.151855469,5.2%,6066,6727.193847656,0.079594806,5497,6096.172851563,0.072128698,53559
01033,Alabama,Colbert County,67.9,28309,3.2,7073,7843.95703125,0.101916425,7596,8423.963867188,0.109452449,69400,0.4,16,78,11.9,6607,7327.163085938,0.095201731,7283,8076.847167969,0.104942366,5870,6509.830078125,0.084582135,7186,7969.273925781,0.103544667,7186,7969.273925781,10.4%,6997,7759.672851563,0.100821324,7283,8076.847167969,0.104942366,57270
01035,Alabama,Conecuh County,51.2,26475,0.7,6882,7632.138183594,0.124268688,6725,7458.024902344,0.121433727,55380,0.3,48.5,49.7,11.6,6344,7035.49609375,0.114553988,6725,7458.024902344,0.121433727,5750,6376.75,0.103828095,5100,5655.899902344,0.092091009,5100,5655.899902344,9.2%,6669,7395.920898438,0.120422535,6725,7458.024902344,0.121433727,11576
01037,Alabama,Coosa County,60.6,25152,2.7,5927,6573.04296875,0.091917127,5380,5966.419921875,0.083434135,64482,0,30.2,66.4,8,5918,6563.062011719,0.091777548,5380,5966.419921875,0.083434135,5268,5842.211914063,0.081697218,5481,6078.429199219,0.085000463,5481,6078.429199219,8.5%,5918,6563.062011719,0.091777548,5380,5966.419921875,0.083434135,10329
01039,Alabama,Covington County,65.5,28784,2,7582,8408.438476563,0.114512697,7058,7827.321777344,0.106598601,66211,0.6,12.3,83.7,13.9,6498,7206.282226563,0.098140791,6744,7479.096191406,0.101856187,5903,6546.426757813,0.089154370,6105,6770.444824219,0.092205226,6105,6770.444824219,9.2%,7213,7999.216796875,0.108939603,6744,7479.096191406,0.101856187,37542
01041,Alabama,Crenshaw County,65.1,27835,2.5,6299,6985.590820313,0.090500273,5447,6040.723144531,0.078259245,69602,1.2,23.2,71.1,7.6,5705,6326.845214844,0.081966035,5492,6090.627929688,0.078905776,5371,5956.438964844,0.077167325,3923,4350.606933594,0.056363322,3923,4350.606933594,5.6%,6030,6687.270019531,0.086635441,5492,6090.627929688,0.078905776,13205
01043,Alabama,Cullman County,67.5,26035,4.6,7016,7780.744140625,0.096998520,7588,8415.091796875,0.104906611,72331,0.3,1.1,91.8,9.6,6557,7271.712890625,0.090652697,7274,8066.866210938,0.100565456,5824,6458.815917969,0.080518730,7178,7960.401855469,0.099238224,7178,7960.401855469,9.9%,6947,7704.223144531,0.096044570,7274,8066.866210938,0.100565456,88284
01045,Alabama,Dale County,59.4,23838,7,6336,7026.624023438,0.093484417,5453,6047.376953125,0.080456212,67776,1.2,21.1,70.4,13.7,5741,6366.769042969,0.084705502,5497,6096.172851563,0.081105404,5405,5994.145019531,0.079747990,3928,4356.151855469,0.057955619,3928,4356.151855469,5.8%,6066,6727.193847656,0.089500710,5497,6096.172851563,0.081105404,49455
01047,Alabama,Dallas County,65.2,25433,1.1,7582,8408.438476563,0.144548446,7058,7827.321777344,0.134558558,52453,0.6,69.1,27.7,21.7,6498,7206.282226563,0.123882331,6744,7479.096191406,0.128572240,5903,6546.426757813,0.112538844,6105,6770.444824219,0.116389908,6105,6770.444824219,11.6%,7213,7999.216796875,0.137513578,6744,7479.096191406,0.128572240,38326
01049,Alabama,DeKalb County,63.4,24021,15.4,6113,6779.316894531,0.103216544,4304,4773.136230469,0.072672017,59225,0.1,1.5,82.5,14.9,5346,5928.713867188,0.090265937,4360,4835.240234375,0.073617563,5436,6028.523925781,0.091785565,4360,4835.240234375,0.073617563,4360,4835.240234375,7.4%,5606,6217.054199219,0.094655976,4360,4835.240234375,0.073617563,71680
01051,Alabama,Elmore County,72,34867,3.1,7582,8408.438476563,0.089767113,7058,7827.321777344,0.083563216,84463,0.7,20.8,73.9,8.1,6498,7206.282226563,0.076933093,6744,7479.096191406,0.079845615,5903,6546.426757813,0.069888592,6105,6770.444824219,0.072280169,6105,6770.444824219,7.2%,7213,7999.216796875,0.085398339,6744,7479.096191406,0.079845615,87694
01053,Alabama,Escambia County,61.6,25339,2.6,6932,7687.587890625,0.120916113,6733,7466.896972656,0.117444925,57329,0.2,30.3,61.9,16.2,6390,7086.509765625,0.111461915,6733,7466.896972656,0.117444925,5794,6425.545898438,0.101065777,5108,5664.771972656,0.089099757,5108,5664.771972656,8.9%,6715,7446.935058594,0.117130943,6733,7466.896972656,0.117444925,36755
01055,Alabama,Etowah County,68.7,28308,4.4,6152,6822.567871094,0.091490440,4309,4778.681152344,0.064081974,67242,0.7,15.2,77.9,11.5,5383,5969.747070313,0.080054134,4365,4840.78515625,0.064914785,5470,6066.229980469,0.081347965,4365,4840.78515625,0.064914785,4365,4840.78515625,6.5%,5643,6258.086914063,0.083920762,4365,4840.78515625,0.064914785,103348
01057,Alabama,Fayette County,60.7,19284,0.4,7050,7818.450195313,0.113096766,5380,5966.419921875,0.086306468,62336,0.2,12.7,84.2,15.9,6651,7375.958984375,0.106695972,5380,5966.419921875,0.086306468,6456,7159.704101563,0.103567764,5380,5966.419921875,0.086306468,5380,5966.419921875,8.6%,6846,7592.213867188,0.109824181,5380,5966.419921875,0.086306468,16297
01059,Alabama,Franklin County,62,26106,18.4,7016,7780.744140625,0.113422893,7588,8415.091796875,0.122670032,61857,0.1,4.2,77.6,13.8,6557,7271.712890625,0.106002554,7274,8066.866210938,0.117593803,5824,6458.815917969,0.094152644,7178,7960.401855469,0.116041839,7178,7960.401855469,11.6%,6947,7704.223144531,0.112307422,7274,8066.866210938,0.117593803,32011
01061,Alabama,Geneva County,61.7,27103,4.4,6299,6985.590820313,0.104383133,5447,6040.723144531,0.090264313,60345,0.5,9.3,83.9,14.3,5705,6326.845214844,0.094539732,5492,6090.627929688,0.091010027,5371,5956.438964844,0.089004889,3923,4350.606933594,0.065009527,3923,4350.606933594,6.5%,6030,6687.270019531,0.099925429,5492,6090.627929688,0.091010027,26647
01063,Alabama,Greene County,45.3,26213,0.3,7050,7818.450195313,0.132971197,5380,5966.419921875,0.101473056,53019,0,81.8,17.3,26.7,6651,7375.958984375,0.125445589,5380,5966.419921875,0.101473056,6456,7159.704101563,0.121767670,5380,5966.419921875,0.101473056,5380,5966.419921875,10.1%,6846,7592.213867188,0.129123524,5380,5966.419921875,0.101473056,7706
01065,Alabama,Hale County,67.6,24091,0.2,7050,7818.450195313,0.109030172,5380,5966.419921875,0.083203167,64661,0.1,56.8,38.4,16.6,6651,7375.958984375,0.102859527,5380,5966.419921875,0.083203167,6456,7159.704101563,0.099843800,5380,5966.419921875,0.083203167,5380,5966.419921875,8.3%,6846,7592.213867188,0.105875254,5380,5966.419921875,0.083203167,14742
01067,Alabama,Henry County,70.2,29995,2.7,6299,6985.590820313,0.083458096,5447,6040.723144531,0.072169594,75475,0.6,25.3,70.6,11.8,5705,6326.845214844,0.075587943,5492,6090.627929688,0.072765820,5371,5956.438964844,0.071162634,3923,4350.606933594,0.051977474,3923,4350.606933594,5.2%,6030,6687.270019531,0.079894006,5492,6090.627929688,0.072765820,17282
01069,Alabama,Houston County,65.7,27953,3.6,6336,7026.624023438,0.087361775,5453,6047.376953125,0.075186826,72526,0.9,27.2,66.6,13,5741,6366.769042969,0.079157822,5497,6096.172851563,0.075793512,5405,5994.145019531,0.074524999,3928,4356.151855469,0.054159887,3928,4356.151855469,5.4%,6066,6727.193847656,0.083638974,5497,6096.172851563,0.075793512,107040
01071,Alabama,Jackson County,55.7,26762,3.2,6113,6779.316894531,0.102912456,4304,4773.136230469,0.072457910,59400,0.4,3.3,89.7,14.6,5346,5928.713867188,0.090000004,4360,4835.240234375,0.073400676,5436,6028.523925781,0.091515154,4360,4835.240234375,0.073400676,4360,4835.240234375,7.3%,5606,6217.054199219,0.094377108,4360,4835.240234375,0.073400676,52618
01073,Alabama,Jefferson County,72,34510,4.2,7635,8467.21484375,0.091657765,7570,8395.129882813,0.090877444,83299,1.7,42.7,50.3,11,7216,8002.543945313,0.086627692,6725,7458.024902344,0.080733262,6472,7177.448242188,0.077696010,6557,7271.712890625,0.078716435,6557,7271.712890625,7.9%,7866,8723.393554688,0.094430909,7375,8178.875,0.088536479,672265
01075,Alabama,Lamar County,61.1,29754,0.5,7050,7818.450195313,0.111032367,5380,5966.419921875,0.084731080,63495,0.2,11,85.8,9.1,6651,7375.958984375,0.104748406,5380,5966.419921875,0.084731080,6456,7159.704101563,0.101677299,5380,5966.419921875,0.084731080,5380,5966.419921875,8.5%,6846,7592.213867188,0.107819512,5380,5966.419921875,0.084731080,13885
01077,Alabama,Lauderdale County,66.3,27055,3,7073,7843.95703125,0.092404366,7596,8423.963867188,0.099237040,76544,0.6,9.9,84.4,9.5,6607,7327.163085938,0.086316369,7283,8076.847167969,0.095147885,5870,6509.830078125,0.076687917,7186,7969.273925781,0.093880646,7186,7969.273925781,9.4%,6997,7759.672851563,0.091411479,7283,8076.847167969,0.095147885,94329
01079,Alabama,Lawrence County,58.6,29352,2.5,7016,7780.744140625,0.098555937,7588,8415.091796875,0.106591001,71188,0.3,10.2,76.8,10.9,6557,7271.712890625,0.092108220,7274,8066.866210938,0.102180146,5824,6458.815917969,0.081811540,7178,7960.401855469,0.100831598,7178,7960.401855469,10.1%,6947,7704.223144531,0.097586669,7274,8066.866210938,0.102180146,33116
01081,Alabama,Lee County,69.3,29321,3.9,7018,7782.961914063,0.080878623,6946,7703.113769531,0.080048867,86772,4.3,22.5,68.7,9.8,6531,7242.87890625,0.075266212,6677,7404.79296875,0.076948784,6195,6870.254882813,0.071393996,6733,7466.896972656,0.077594154,6733,7466.896972656,7.8%,6986,7747.474121094,0.080509841,6872,7621.047851563,0.079196051,175126
01083,Alabama,Limestone County,64.5,35867,6.3,7073,7843.95703125,0.073902637,7596,8423.963867188,0.079367235,95707,1.8,13.2,76.8,7.5,6607,7327.163085938,0.069033615,7283,8076.847167969,0.076096840,5870,6509.830078125,0.061333027,7186,7969.273925781,0.075083330,7186,7969.273925781,7.5%,6997,7759.672851563,0.073108546,7283,8076.847167969,0.076096840,104199
01085,Alabama,Lowndes County,70.5,29242,0.2,7532,8352.98828125,0.150261343,7050,7818.450195313,0.140645579,50126,0,74.9,24.6,20.3,6456,7159.704101563,0.128795430,6736,7470.224121094,0.134381354,5862,6500.958007813,0.116945297,6097,6761.573242188,0.121633485,6097,6761.573242188,12.2%,7171,7952.639160156,0.143059492,6736,7470.224121094,0.134381354,10153
01087,Alabama,Macon County,63.4,17592,2.4,7018,7782.961914063,0.133378953,6946,7703.113769531,0.132010564,52617,0.4,78.9,16.3,20.2,6531,7242.87890625,0.124123380,6677,7404.79296875,0.126898155,6195,6870.254882813,0.117737614,6733,7466.896972656,0.127962440,6733,7466.896972656,12.8%,6986,7747.474121094,0.132770777,6872,7621.047851563,0.130604178,19198
01089,Alabama,Madison County,71.8,32765,5.3,7073,7843.95703125,0.070007525,7596,8423.963867188,0.075184099,101032,2.5,24.5,65.4,7.7,6607,7327.163085938,0.065395124,7283,8076.847167969,0.072086073,5870,6509.830078125,0.058100402,7186,7969.273925781,0.071125977,7186,7969.273925781,7.1%,6997,7759.672851563,0.069255285,7283,8076.847167969,0.072086073,389781
01091,Alabama,Marengo County,62.1,27136,2.8,7094,7867.24609375,0.105749592,5386,5973.07421875,0.080288596,67083,0.8,50.8,45.4,12.5,6693,7422.537109375,0.099771924,5386,5973.07421875,0.080288596,6498,7206.282226563,0.096865080,5386,5973.07421875,0.080288596,5386,5973.07421875,8.0%,6888,7638.791992188,0.102678768,5386,5973.07421875,0.080288596,19180
01093,Alabama,Marion County,64.1,26489,2.7,7050,7818.450195313,0.111444831,5380,5966.419921875,0.085045844,63260,0.3,3.8,91.3,11.3,6651,7375.958984375,0.105137527,5380,5966.419921875,0.085045844,6456,7159.704101563,0.102055013,5380,5966.419921875,0.085045844,5380,5966.419921875,8.5%,6846,7592.213867188,0.108220041,5380,5966.419921875,0.085045844,29203
01095,Alabama,Marshall County,64.1,27787,15.1,6152,6822.567871094,0.086028725,4309,4778.681152344,0.060256463,71511,0.6,2.8,85.8,12.3,5383,5969.747070313,0.075275131,4365,4840.78515625,0.061039560,5470,6066.229980469,0.076491728,4365,4840.78515625,0.061039560,4365,4840.78515625,6.1%,5643,6258.086914063,0.078910939,4365,4840.78515625,0.061039560,97923
01097,Alabama,Mobile County,66.8,29372,3,6932,7687.587890625,0.098064736,6733,7466.896972656,0.095249549,70688,2,36.3,56.7,12.6,6390,7086.509765625,0.090397239,6733,7466.896972656,0.095249549,5794,6425.545898438,0.081965819,5108,5664.771972656,0.072261207,5108,5664.771972656,7.2%,6715,7446.935058594,0.094994910,6733,7466.896972656,0.095249549,413878
01099,Alabama,Monroe County,53.3,28127,0.2,6882,7632.138183594,0.115450427,6725,7458.024902344,0.112816639,59610,0.2,42.3,53.7,16.4,6344,7035.49609375,0.106425099,6725,7458.024902344,0.112816639,5750,6376.75,0.096460328,5100,5655.899902344,0.085556112,5100,5655.899902344,8.6%,6669,7395.920898438,0.111877203,6725,7458.024902344,0.112816639,19816
01101,Alabama,Montgomery County,70.6,31122,3.8,7566,8390.694335938,0.106177554,7050,7818.450195313,0.098936260,71258,3.3,59.1,32.8,16.3,6485,7191.865234375,0.091007322,6736,7470.224121094,0.094529741,5890,6532.009765625,0.082657389,6097,6761.573242188,0.085562326,6097,6761.573242188,8.6%,7200,7984.799804688,0.101041287,6736,7470.224121094,0.094529741,228132
01103,Alabama,Morgan County,66,29456,8.8,7073,7843.95703125,0.089125507,7596,8423.963867188,0.095715724,79360,0.5,13.5,76.4,10.7,6607,7327.163085938,0.083253525,7283,8076.847167969,0.091771670,5870,6509.830078125,0.073966734,7186,7969.273925781,0.090549394,7186,7969.273925781,9.1%,6997,7759.672851563,0.088167846,7283,8076.847167969,0.091771670,123102
01105,Alabama,Perry County,51.7,20446,1,7050,7818.450195313,0.174237549,5380,5966.419921875,0.132964268,40462,0.1,70.8,28.4,29.3,6651,7375.958984375,0.164376453,5380,5966.419921875,0.132964268,6456,7159.704101563,0.159557119,5380,5966.419921875,0.132964268,5380,5966.419921875,13.3%,6846,7592.213867188,0.169195786,5380,5966.419921875,0.132964268,8479
01107,Alabama,Pickens County,47.3,27828,5.2,7050,7818.450195313,0.118015334,5380,5966.419921875,0.090059929,59738,0.1,39.7,57.5,15.8,6651,7375.958984375,0.111336172,5380,5966.419921875,0.090059929,6456,7159.704101563,0.108071916,5380,5966.419921875,0.090059929,5380,5966.419921875,9.0%,6846,7592.213867188,0.114600420,5380,5966.419921875,0.090059929,18925
01109,Alabama,Pike County,62.7,26063,2.4,6336,7026.624023438,0.092455857,5453,6047.376953125,0.079570994,68530,2,37.3,56.6,10.4,5741,6366.769042969,0.083773531,5497,6096.172851563,0.080213048,5405,5994.145019531,0.078870565,3928,4356.151855469,0.057317965,3928,4356.151855469,5.7%,6066,6727.193847656,0.088515982,5497,6096.172851563,0.080213048,32997
01111,Alabama,Randolph County,56.7,30540,3,5927,6573.04296875,0.095104381,5380,5966.419921875,0.086327240,62321,0.3,19,77,16.2,5918,6563.062011719,0.094959967,5380,5966.419921875,0.086327240,5268,5842.211914063,0.084530093,5481,6078.429199219,0.087947883,5481,6078.429199219,8.8%,5918,6563.062011719,0.094959967,5380,5966.419921875,0.086327240,22179
01113,Alabama,Russell County,63.1,25365,5.9,7018,7782.961914063,0.115124673,6946,7703.113769531,0.113943569,60960,0.8,44.9,46.9,16.2,6531,7242.87890625,0.107135825,6677,7404.79296875,0.109530836,6195,6870.254882813,0.101624019,6733,7466.896972656,0.110449478,6733,7466.896972656,11.0%,6986,7747.474121094,0.114599735,6872,7621.047851563,0.112729661,58849
01115,Alabama,St. Clair County,70.4,34435,2.5,7588,8415.091796875,0.090803564,7570,8395.129882813,0.090588167,83565,0.4,9.8,85.2,8.2,7173,7954.856933594,0.085837372,6725,7458.024902344,0.080476277,6438,7139.7421875,0.077041827,6557,7271.712890625,0.078465864,6557,7271.712890625,7.8%,7823,8675.70703125,0.093615748,7375,8178.875,0.088254653,91719
01117,Alabama,Shelby County,74.6,39290,5.9,7657,8491.61328125,0.068291076,7578,8404.001953125,0.067586489,112123,2,13,78,4.7,7235,8023.615234375,0.064527348,6733,7466.896972656,0.060050122,6488,7195.191894531,0.057865024,6564,7279.476074219,0.058542851,6564,7279.476074219,5.9%,7885,8744.46484375,0.070324555,7383,8187.747070313,0.065847330,223916
01119,Alabama,Sumter County,60.3,18149,0.7,7050,7818.450195313,0.152604014,5380,5966.419921875,0.116455257,46198,0.5,72.3,25.5,18.1,6651,7375.958984375,0.143967271,5380,5966.419921875,0.116455257,6456,7159.704101563,0.139746308,5380,5966.419921875,0.116455257,5380,5966.419921875,11.6%,6846,7592.213867188,0.148188233,5380,5966.419921875,0.116455257,12196
01121,Alabama,Talladega County,66.8,27620,2.5,5968,6618.512207031,0.090118386,5386,5973.07421875,0.081330031,66224,0.4,31.9,63.1,16.8,5957,6606.312988281,0.089952283,5386,5973.07421875,0.081330031,5307,5885.462890625,0.080137111,5487,6085.083007813,0.082855158,5487,6085.083007813,8.3%,5957,6606.312988281,0.089952283,5386,5973.07421875,0.081330031,81105
01123,Alabama,Tallapoosa County,61.6,27399,2.4,6967,7726.402832031,0.109962434,6938,7694.2421875,0.109504722,63358,0.5,26.6,69.1,14.4,6483,7189.646972656,0.102323309,6669,7395.920898438,0.105259001,6149,6819.241210938,0.097051673,6725,7458.024902344,0.106142871,6725,7458.024902344,10.6%,6938,7694.2421875,0.109504722,6864,7612.17578125,0.108336754,41251
01125,Alabama,Tuscaloosa County,71.1,27540,4,7094,7867.24609375,0.085337244,5386,5973.07421875,0.064790867,83129,1.6,32.1,62.1,11.5,6693,7422.537109375,0.080513418,5386,5973.07421875,0.064790867,6498,7206.282226563,0.078167669,5386,5973.07421875,0.064790867,5386,5973.07421875,6.5%,6888,7638.791992188,0.082859173,5386,5973.07421875,0.064790867,231558
01127,Alabama,Walker County,62.3,28764,2.9,7588,8415.091796875,0.110274673,7570,8395.129882813,0.110013083,68810,0.2,6,88.6,11.6,7173,7954.856933594,0.104243569,6725,7458.024902344,0.097732887,6438,7139.7421875,0.093561985,6557,7271.712890625,0.095291384,6557,7271.712890625,9.5%,7823,8675.70703125,0.113689870,7375,8178.875,0.107179187,64978
01129,Alabama,Washington County,54.4,29846,1.7,6882,7632.138183594,0.091161974,6725,7458.024902344,0.089082286,75492,0.4,23.4,66.7,13.9,6344,7035.49609375,0.084035397,6725,7458.024902344,0.089082286,5750,6376.75,0.076167010,5100,5655.899902344,0.067556828,5100,5655.899902344,6.8%,6669,7395.920898438,0.088340484,6725,7458.024902344,0.089082286,15434
01131,Alabama,Wilcox County,59.1,21641,0.2,7532,8352.98828125,0.162787184,7050,7818.450195313,0.152369842,46269,0,70.2,27.5,19.7,6456,7159.704101563,0.139531866,6736,7470.224121094,0.145583436,5862,6500.958007813,0.126693904,6097,6761.573242188,0.131772891,6097,6761.573242188,13.2%,7171,7952.639160156,0.154984981,6736,7470.224121094,0.145583436,10441
01133,Alabama,Winston County,63.1,26743,3.2,7016,7780.744140625,0.114012711,7588,8415.091796875,0.123307928,61537,0.4,1.1,93.2,11.9,6557,7271.712890625,0.106553778,7274,8066.866210938,0.118205309,5824,6458.815917969,0.094642244,7178,7960.401855469,0.116645269,7178,7960.401855469,11.7%,6947,7704.223144531,0.112891428,7274,8066.866210938,0.118205309,23655
04001,Arizona,Apache County,52.8,33914,7,11700,12975.299804688,0.251429051,9100,10091.900390625,0.195555940,46534,0.6,0.9,20.5,26.4,9100,10091.900390625,0.195555940,7800,8650.200195313,0.167619377,8580,9515.219726563,0.184381306,7800,8650.200195313,0.167619377,7800,8650.200195313,16.8%,9100,10091.900390625,0.195555940,7800,8650.200195313,0.167619377,66054
04003,Arizona,Cochise County,63.2,28643,35.7,11180,12398.620117188,0.151813477,9100,10091.900390625,0.123569109,73643,1.9,4,71.4,10,8047,8924.123046875,0.109270401,9100,10091.900390625,0.123569109,8609,9547.380859375,0.116901807,8450,9371.049804688,0.114742748,8450,9371.049804688,11.5%,8047,8924.123046875,0.109270401,9100,10091.900390625,0.123569109,125504
04005,Arizona,Coconino County,73.4,27282,14.7,11700,12975.299804688,0.134696409,9100,10091.900390625,0.104763880,86862,1.9,1.5,58.6,8.7,9100,10091.900390625,0.104763880,7800,8650.200195313,0.089797609,8580,9515.219726563,0.098777369,7800,8650.200195313,0.089797609,7800,8650.200195313,9.0%,9100,10091.900390625,0.104763880,7800,8650.200195313,0.089797609,144705
